user_id,timestamp,steps_per_min,cumulative_steps,activity_level,calories_burned
user_001,2024-01-01 00:00:00,0,0,sedentary,4.99
user_001,2024-01-01 00:01:00,0,0,sedentary,4.39
user_001,2024-01-01 00:02:00,0,0,sedentary,4.33
user_001,2024-01-01 00:03:00,0,0,sedentary,4.34
user_001,2024-01-01 00:04:00,0,0,sedentary,4.32
user_001,2024-01-01 00:05:00,0,0,sedentary,3.42
user_001,2024-01-01 00:06:00,0,0,sedentary,4.28
user_001,2024-01-01 00:07:00,0,0,sedentary,3.8
user_001,2024-01-01 00:08:00,0,0,sedentary,4.02
user_001,2024-01-01 00:09:00,0,0,sedentary,3.65
user_001,2024-01-01 00:10:00,0,0,sedentary,3.65
user_001,2024-01-01 00:11:00,0,0,sedentary,3.26
user_001,2024-01-01 00:12:00,0,0,sedentary,4.52
user_001,2024-01-01 00:13:00,0,0,sedentary,2.9
user_001,2024-01-01 00:14:00,0,0,sedentary,2.89
user_001,2024-01-01 00:15:00,0,0,sedentary,3.42
user_001,2024-01-01 00:16:00,0,0,sedentary,2.57
user_001,2024-01-01 00:17:00,0,0,sedentary,3.85
user_001,2024-01-01 00:18:00,0,0,sedentary,3.23
user_001,2024-01-01 00:19:00,0,0,sedentary,3.58
user_001,2024-01-01 00:20:00,0,0,sedentary,4.89
user_001,2024-01-01 00:21:00,0,0,sedentary,3.15
user_001,2024-01-01 00:22:00,0,0,sedentary,3.54
user_001,2024-01-01 00:23:00,0,0,sedentary,3.75
user_001,2024-01-01 00:24:00,0,0,sedentary,3.25
user_001,2024-01-01 00:25:00,0,0,sedentary,4.27
user_001,2024-01-01 00:26:00,0,0,sedentary,3.13
user_001,2024-01-01 00:27:00,0,0,sedentary,4.47
user_001,2024-01-01 00:28:00,0,0,sedentary,3.51
user_001,2024-01-01 00:29:00,0,0,sedentary,3.91
user_001,2024-01-01 00:30:00,0,0,sedentary,3.6
user_001,2024-01-01 00:31:00,0,0,sedentary,4.62
user_001,2024-01-01 00:32:00,0,0,sedentary,4.1
user_001,2024-01-01 00:33:00,0,0,sedentary,4.1
user_001,2024-01-01 00:34:00,0,0,sedentary,4.09
user_001,2024-01-01 00:35:00,0,0,sedentary,4.24
user_001,2024-01-01 00:36:00,0,0,sedentary,3.49
user_001,2024-01-01 00:37:00,0,0,sedentary,3.15
user_001,2024-01-01 00:38:00,0,0,sedentary,3.57
user_001,2024-01-01 00:39:00,0,0,sedentary,4.54
user_001,2024-01-01 00:40:00,0,0,sedentary,4.0
user_001,2024-01-01 00:41:00,0,0,sedentary,4.76
user_001,2024-01-01 00:42:00,0,0,sedentary,4.59
user_001,2024-01-01 00:43:00,0,0,sedentary,3.75
user_001,2024-01-01 00:44:00,0,0,sedentary,2.83
user_001,2024-01-01 00:45:00,0,0,sedentary,4.7
user_001,2024-01-01 00:46:00,0,0,sedentary,3.42
user_001,2024-01-01 00:47:00,0,0,sedentary,3.56
user_001,2024-01-01 00:48:00,0,0,sedentary,5.07
user_001,2024-01-01 00:49:00,0,0,sedentary,2.95
user_001,2024-01-01 00:50:00,0,0,sedentary,3.9
user_001,2024-01-01 00:51:00,0,0,sedentary,3.71
user_001,2024-01-01 00:52:00,0,0,sedentary,3.36
user_001,2024-01-01 00:53:00,0,0,sedentary,4.28
user_001,2024-01-01 00:54:00,0,0,sedentary,4.03
user_001,2024-01-01 00:55:00,0,0,sedentary,4.54
user_001,2024-01-01 00:56:00,0,0,sedentary,3.2
user_001,2024-01-01 00:57:00,0,0,sedentary,3.63
user_001,2024-01-01 00:58:00,0,0,sedentary,3.97
user_001,2024-01-01 00:59:00,0,0,sedentary,3.33
user_001,2024-01-01 01:00:00,0,0,sedentary,3.92
user_001,2024-01-01 01:01:00,0,0,sedentary,3.91
user_001,2024-01-01 01:02:00,0,0,sedentary,3.7
user_001,2024-01-01 01:03:00,0,0,sedentary,3.88
user_001,2024-01-01 01:04:00,0,0,sedentary,4.81
user_001,2024-01-01 01:05:00,0,0,sedentary,4.41
user_001,2024-01-01 01:06:00,0,0,sedentary,3.86
user_001,2024-01-01 01:07:00,0,0,sedentary,4.61
user_001,2024-01-01 01:08:00,0,0,sedentary,5.24
user_001,2024-01-01 01:09:00,0,0,sedentary,4.09
user_001,2024-01-01 01:10:00,0,0,sedentary,3.5
user_001,2024-01-01 01:11:00,0,0,sedentary,4.09
user_001,2024-01-01 01:12:00,0,0,sedentary,3.44
user_001,2024-01-01 01:13:00,0,0,sedentary,3.57
user_001,2024-01-01 01:14:00,0,0,sedentary,3.35
user_001,2024-01-01 01:15:00,0,0,sedentary,5.78
user_001,2024-01-01 01:16:00,0,0,sedentary,3.5
user_001,2024-01-01 01:17:00,0,0,sedentary,3.65
user_001,2024-01-01 01:18:00,0,0,sedentary,3.49
user_001,2024-01-01 01:19:00,0,0,sedentary,3.54
user_001,2024-01-01 01:20:00,0,0,sedentary,4.36
user_001,2024-01-01 01:21:00,0,0,sedentary,3.94
user_001,2024-01-01 01:22:00,0,0,sedentary,5.2
user_001,2024-01-01 01:23:00,0,0,sedentary,4.25
user_001,2024-01-01 01:24:00,0,0,sedentary,3.47
user_001,2024-01-01 01:25:00,0,0,sedentary,4.05
user_001,2024-01-01 01:26:00,0,0,sedentary,3.93
user_001,2024-01-01 01:27:00,0,0,sedentary,4.45
user_001,2024-01-01 01:28:00,0,0,sedentary,3.81
user_001,2024-01-01 01:29:00,0,0,sedentary,3.21
user_001,2024-01-01 01:30:00,0,0,sedentary,3.87
user_001,2024-01-01 01:31:00,0,0,sedentary,4.08
user_001,2024-01-01 01:32:00,0,0,sedentary,3.3
user_001,2024-01-01 01:33:00,0,0,sedentary,3.39
user_001,2024-01-01 01:34:00,0,0,sedentary,4.58
user_001,2024-01-01 01:35:00,0,0,sedentary,3.01
user_001,2024-01-01 01:36:00,0,0,sedentary,3.89
user_001,2024-01-01 01:37:00,0,0,sedentary,4.51
user_001,2024-01-01 01:38:00,0,0,sedentary,4.04
user_001,2024-01-01 01:39:00,0,0,sedentary,3.56
user_001,2024-01-01 01:40:00,0,0,sedentary,3.4
user_001,2024-01-01 01:41:00,0,0,sedentary,3.58
user_001,2024-01-01 01:42:00,0,0,sedentary,3.9
user_001,2024-01-01 01:43:00,0,0,sedentary,4.09
user_001,2024-01-01 01:44:00,0,0,sedentary,4.55
user_001,2024-01-01 01:45:00,0,0,sedentary,3.81
user_001,2024-01-01 01:46:00,0,0,sedentary,4.95
user_001,2024-01-01 01:47:00,0,0,sedentary,3.77
user_001,2024-01-01 01:48:00,0,0,sedentary,3.67
user_001,2024-01-01 01:49:00,0,0,sedentary,3.42
user_001,2024-01-01 01:50:00,0,0,sedentary,2.53
user_001,2024-01-01 01:51:00,0,0,sedentary,4.19
user_001,2024-01-01 01:52:00,0,0,sedentary,4.4
user_001,2024-01-01 01:53:00,0,0,sedentary,4.64
user_001,2024-01-01 01:54:00,0,0,sedentary,3.93
user_001,2024-01-01 01:55:00,0,0,sedentary,3.35
user_001,2024-01-01 01:56:00,0,0,sedentary,3.44
user_001,2024-01-01 01:57:00,0,0,sedentary,3.16
user_001,2024-01-01 01:58:00,0,0,sedentary,4.25
user_001,2024-01-01 01:59:00,0,0,sedentary,4.93
user_001,2024-01-01 02:00:00,0,0,sedentary,4.96
user_001,2024-01-01 02:01:00,0,0,sedentary,3.2
user_001,2024-01-01 02:02:00,0,0,sedentary,4.94
user_001,2024-01-01 02:03:00,0,0,sedentary,3.48
user_001,2024-01-01 02:04:00,0,0,sedentary,4.43
user_001,2024-01-01 02:05:00,0,0,sedentary,5.65
user_001,2024-01-01 02:06:00,0,0,sedentary,4.33
user_001,2024-01-01 02:07:00,0,0,sedentary,3.55
user_001,2024-01-01 02:08:00,0,0,sedentary,4.25
user_001,2024-01-01 02:09:00,0,0,sedentary,3.54
user_001,2024-01-01 02:10:00,0,0,sedentary,3.55
user_001,2024-01-01 02:11:00,0,0,sedentary,4.35
user_001,2024-01-01 02:12:00,0,0,sedentary,3.32
user_001,2024-01-01 02:13:00,0,0,sedentary,4.83
user_001,2024-01-01 02:14:00,0,0,sedentary,4.13
user_001,2024-01-01 02:15:00,0,0,sedentary,5.08
user_001,2024-01-01 02:16:00,0,0,sedentary,3.67
user_001,2024-01-01 02:17:00,0,0,sedentary,3.71
user_001,2024-01-01 02:18:00,0,0,sedentary,4.63
user_001,2024-01-01 02:19:00,0,0,sedentary,3.38
user_001,2024-01-01 02:20:00,0,0,sedentary,5.49
user_001,2024-01-01 02:21:00,0,0,sedentary,4.98
user_001,2024-01-01 02:22:00,0,0,sedentary,3.29
user_001,2024-01-01 02:23:00,0,0,sedentary,4.28
user_001,2024-01-01 02:24:00,0,0,sedentary,4.35
user_001,2024-01-01 02:25:00,0,0,sedentary,4.19
user_001,2024-01-01 02:26:00,0,0,sedentary,3.93
user_001,2024-01-01 02:27:00,0,0,sedentary,4.74
user_001,2024-01-01 02:28:00,0,0,sedentary,4.62
user_001,2024-01-01 02:29:00,0,0,sedentary,3.61
user_001,2024-01-01 02:30:00,0,0,sedentary,4.29
user_001,2024-01-01 02:31:00,0,0,sedentary,4.44
user_001,2024-01-01 02:32:00,0,0,sedentary,3.63
user_001,2024-01-01 02:33:00,0,0,sedentary,4.04
user_001,2024-01-01 02:34:00,0,0,sedentary,5.43
user_001,2024-01-01 02:35:00,0,0,sedentary,3.99
user_001,2024-01-01 02:36:00,0,0,sedentary,4.78
user_001,2024-01-01 02:37:00,0,0,sedentary,4.3
user_001,2024-01-01 02:38:00,0,0,sedentary,4.42
user_001,2024-01-01 02:39:00,0,0,sedentary,5.09
user_001,2024-01-01 02:40:00,0,0,sedentary,2.76
user_001,2024-01-01 02:41:00,0,0,sedentary,4.37
user_001,2024-01-01 02:42:00,0,0,sedentary,4.33
user_001,2024-01-01 02:43:00,0,0,sedentary,3.65
user_001,2024-01-01 02:44:00,0,0,sedentary,4.2
user_001,2024-01-01 02:45:00,0,0,sedentary,4.39
user_001,2024-01-01 02:46:00,0,0,sedentary,4.33
user_001,2024-01-01 02:47:00,0,0,sedentary,5.0
user_001,2024-01-01 02:48:00,0,0,sedentary,3.68
user_001,2024-01-01 02:49:00,0,0,sedentary,3.73
user_001,2024-01-01 02:50:00,0,0,sedentary,3.47
user_001,2024-01-01 02:51:00,0,0,sedentary,3.13
user_001,2024-01-01 02:52:00,0,0,sedentary,4.26
user_001,2024-01-01 02:53:00,0,0,sedentary,4.0
user_001,2024-01-01 02:54:00,0,0,sedentary,3.76
user_001,2024-01-01 02:55:00,0,0,sedentary,4.82
user_001,2024-01-01 02:56:00,0,0,sedentary,3.38
user_001,2024-01-01 02:57:00,0,0,sedentary,5.11
user_001,2024-01-01 02:58:00,0,0,sedentary,3.44
user_001,2024-01-01 02:59:00,0,0,sedentary,4.94
user_001,2024-01-01 03:00:00,0,0,sedentary,3.79
user_001,2024-01-01 03:01:00,0,0,sedentary,3.99
user_001,2024-01-01 03:02:00,0,0,sedentary,3.58
user_001,2024-01-01 03:03:00,0,0,sedentary,4.54
user_001,2024-01-01 03:04:00,0,0,sedentary,4.12
user_001,2024-01-01 03:05:00,0,0,sedentary,3.99
user_001,2024-01-01 03:06:00,0,0,sedentary,4.3
user_001,2024-01-01 03:07:00,0,0,sedentary,3.44
user_001,2024-01-01 03:08:00,0,0,sedentary,4.29
user_001,2024-01-01 03:09:00,0,0,sedentary,2.99
user_001,2024-01-01 03:10:00,0,0,sedentary,3.71
user_001,2024-01-01 03:11:00,0,0,sedentary,4.93
user_001,2024-01-01 03:12:00,0,0,sedentary,4.71
user_001,2024-01-01 03:13:00,0,0,sedentary,4.69
user_001,2024-01-01 03:14:00,0,0,sedentary,5.15
user_001,2024-01-01 03:15:00,0,0,sedentary,4.29
user_001,2024-01-01 03:16:00,0,0,sedentary,3.76
user_001,2024-01-01 03:17:00,0,0,sedentary,4.58
user_001,2024-01-01 03:18:00,0,0,sedentary,3.45
user_001,2024-01-01 03:19:00,0,0,sedentary,2.96
user_001,2024-01-01 03:20:00,0,0,sedentary,4.15
user_001,2024-01-01 03:21:00,0,0,sedentary,3.62
user_001,2024-01-01 03:22:00,0,0,sedentary,5.31
user_001,2024-01-01 03:23:00,0,0,sedentary,4.41
user_001,2024-01-01 03:24:00,0,0,sedentary,4.0
user_001,2024-01-01 03:25:00,0,0,sedentary,3.59
user_001,2024-01-01 03:26:00,0,0,sedentary,4.12
user_001,2024-01-01 03:27:00,0,0,sedentary,4.0
user_001,2024-01-01 03:28:00,0,0,sedentary,3.68
user_001,2024-01-01 03:29:00,0,0,sedentary,5.39
user_001,2024-01-01 03:30:00,0,0,sedentary,4.4
user_001,2024-01-01 03:31:00,0,0,sedentary,4.93
user_001,2024-01-01 03:32:00,0,0,sedentary,4.64
user_001,2024-01-01 03:33:00,0,0,sedentary,4.26
user_001,2024-01-01 03:34:00,0,0,sedentary,4.29
user_001,2024-01-01 03:35:00,0,0,sedentary,5.16
user_001,2024-01-01 03:36:00,0,0,sedentary,4.21
user_001,2024-01-01 03:37:00,0,0,sedentary,4.18
user_001,2024-01-01 03:38:00,0,0,sedentary,3.88
user_001,2024-01-01 03:39:00,0,0,sedentary,4.15
user_001,2024-01-01 03:40:00,0,0,sedentary,4.71
user_001,2024-01-01 03:41:00,0,0,sedentary,3.49
user_001,2024-01-01 03:42:00,0,0,sedentary,5.23
user_001,2024-01-01 03:43:00,0,0,sedentary,3.97
user_001,2024-01-01 03:44:00,0,0,sedentary,4.95
user_001,2024-01-01 03:45:00,0,0,sedentary,4.98
user_001,2024-01-01 03:46:00,0,0,sedentary,4.39
user_001,2024-01-01 03:47:00,0,0,sedentary,3.56
user_001,2024-01-01 03:48:00,0,0,sedentary,3.74
user_001,2024-01-01 03:49:00,0,0,sedentary,4.21
user_001,2024-01-01 03:50:00,0,0,sedentary,4.77
user_001,2024-01-01 03:51:00,0,0,sedentary,4.53
user_001,2024-01-01 03:52:00,0,0,sedentary,3.58
user_001,2024-01-01 03:53:00,0,0,sedentary,3.58
user_001,2024-01-01 03:54:00,0,0,sedentary,5.19
user_001,2024-01-01 03:55:00,0,0,sedentary,4.12
user_001,2024-01-01 03:56:00,0,0,sedentary,3.42
user_001,2024-01-01 03:57:00,0,0,sedentary,4.54
user_001,2024-01-01 03:58:00,0,0,sedentary,3.28
user_001,2024-01-01 03:59:00,0,0,sedentary,4.72
user_001,2024-01-01 04:00:00,0,0,sedentary,3.76
user_001,2024-01-01 04:01:00,0,0,sedentary,4.5
user_001,2024-01-01 04:02:00,0,0,sedentary,4.21
user_001,2024-01-01 04:03:00,0,0,sedentary,4.54
user_001,2024-01-01 04:04:00,0,0,sedentary,4.32
user_001,2024-01-01 04:05:00,0,0,sedentary,4.09
user_001,2024-01-01 04:06:00,0,0,sedentary,4.35
user_001,2024-01-01 04:07:00,0,0,sedentary,4.66
user_001,2024-01-01 04:08:00,0,0,sedentary,4.93
user_001,2024-01-01 04:09:00,0,0,sedentary,4.34
user_001,2024-01-01 04:10:00,0,0,sedentary,5.25
user_001,2024-01-01 04:11:00,0,0,sedentary,5.0
user_001,2024-01-01 04:12:00,0,0,sedentary,4.68
user_001,2024-01-01 04:13:00,0,0,sedentary,5.56
user_001,2024-01-01 04:14:00,0,0,sedentary,3.73
user_001,2024-01-01 04:15:00,0,0,sedentary,4.21
user_001,2024-01-01 04:16:00,0,0,sedentary,5.6
user_001,2024-01-01 04:17:00,0,0,sedentary,3.83
user_001,2024-01-01 04:18:00,0,0,sedentary,4.94
user_001,2024-01-01 04:19:00,0,0,sedentary,4.79
user_001,2024-01-01 04:20:00,0,0,sedentary,4.48
user_001,2024-01-01 04:21:00,0,0,sedentary,4.18
user_001,2024-01-01 04:22:00,0,0,sedentary,2.81
user_001,2024-01-01 04:23:00,0,0,sedentary,4.08
user_001,2024-01-01 04:24:00,0,0,sedentary,5.14
user_001,2024-01-01 04:25:00,0,0,sedentary,3.6
user_001,2024-01-01 04:26:00,0,0,sedentary,5.96
user_001,2024-01-01 04:27:00,0,0,sedentary,5.04
user_001,2024-01-01 04:28:00,0,0,sedentary,4.37
user_001,2024-01-01 04:29:00,0,0,sedentary,4.32
user_001,2024-01-01 04:30:00,0,0,sedentary,5.26
user_001,2024-01-01 04:31:00,0,0,sedentary,4.47
user_001,2024-01-01 04:32:00,0,0,sedentary,4.87
user_001,2024-01-01 04:33:00,0,0,sedentary,4.31
user_001,2024-01-01 04:34:00,0,0,sedentary,4.32
user_001,2024-01-01 04:35:00,0,0,sedentary,3.84
user_001,2024-01-01 04:36:00,0,0,sedentary,4.18
user_001,2024-01-01 04:37:00,0,0,sedentary,3.87
user_001,2024-01-01 04:38:00,0,0,sedentary,4.54
user_001,2024-01-01 04:39:00,0,0,sedentary,4.5
user_001,2024-01-01 04:40:00,0,0,sedentary,5.4
user_001,2024-01-01 04:41:00,0,0,sedentary,4.9
user_001,2024-01-01 04:42:00,0,0,sedentary,5.22
user_001,2024-01-01 04:43:00,0,0,sedentary,4.42
user_001,2024-01-01 04:44:00,0,0,sedentary,4.41
user_001,2024-01-01 04:45:00,0,0,sedentary,4.12
user_001,2024-01-01 04:46:00,0,0,sedentary,3.96
user_001,2024-01-01 04:47:00,0,0,sedentary,4.34
user_001,2024-01-01 04:48:00,0,0,sedentary,5.32
user_001,2024-01-01 04:49:00,0,0,sedentary,4.81
user_001,2024-01-01 04:50:00,0,0,sedentary,4.3
user_001,2024-01-01 04:51:00,0,0,sedentary,4.33
user_001,2024-01-01 04:52:00,0,0,sedentary,3.91
user_001,2024-01-01 04:53:00,0,0,sedentary,3.46
user_001,2024-01-01 04:54:00,0,0,sedentary,4.67
user_001,2024-01-01 04:55:00,0,0,sedentary,5.0
user_001,2024-01-01 04:56:00,0,0,sedentary,4.9
user_001,2024-01-01 04:57:00,0,0,sedentary,5.06
user_001,2024-01-01 04:58:00,0,0,sedentary,4.33
user_001,2024-01-01 04:59:00,0,0,sedentary,5.5
user_001,2024-01-01 05:00:00,0,0,sedentary,4.99
user_001,2024-01-01 05:01:00,0,0,sedentary,4.09
user_001,2024-01-01 05:02:00,0,0,sedentary,5.71
user_001,2024-01-01 05:03:00,0,0,sedentary,5.61
user_001,2024-01-01 05:04:00,0,0,sedentary,5.24
user_001,2024-01-01 05:05:00,0,0,sedentary,4.57
user_001,2024-01-01 05:06:00,0,0,sedentary,5.71
user_001,2024-01-01 05:07:00,0,0,sedentary,4.61
user_001,2024-01-01 05:08:00,0,0,sedentary,4.61
user_001,2024-01-01 05:09:00,0,0,sedentary,5.41
user_001,2024-01-01 05:10:00,0,0,sedentary,4.87
user_001,2024-01-01 05:11:00,0,0,sedentary,5.68
user_001,2024-01-01 05:12:00,0,0,sedentary,5.81
user_001,2024-01-01 05:13:00,0,0,sedentary,5.14
user_001,2024-01-01 05:14:00,0,0,sedentary,5.0
user_001,2024-01-01 05:15:00,0,0,sedentary,4.47
user_001,2024-01-01 05:16:00,0,0,sedentary,5.01
user_001,2024-01-01 05:17:00,0,0,sedentary,4.5
user_001,2024-01-01 05:18:00,0,0,sedentary,4.56
user_001,2024-01-01 05:19:00,0,0,sedentary,5.76
user_001,2024-01-01 05:20:00,0,0,sedentary,5.02
user_001,2024-01-01 05:21:00,0,0,sedentary,5.18
user_001,2024-01-01 05:22:00,0,0,sedentary,4.38
user_001,2024-01-01 05:23:00,0,0,sedentary,5.64
user_001,2024-01-01 05:24:00,0,0,sedentary,4.86
user_001,2024-01-01 05:25:00,0,0,sedentary,3.98
user_001,2024-01-01 05:26:00,0,0,sedentary,5.75
user_001,2024-01-01 05:27:00,0,0,sedentary,5.47
user_001,2024-01-01 05:28:00,0,0,sedentary,5.23
user_001,2024-01-01 05:29:00,0,0,sedentary,5.96
user_001,2024-01-01 05:30:00,0,0,sedentary,4.94
user_001,2024-01-01 05:31:00,0,0,sedentary,5.29
user_001,2024-01-01 05:32:00,0,0,sedentary,4.12
user_001,2024-01-01 05:33:00,0,0,sedentary,4.07
user_001,2024-01-01 05:34:00,0,0,sedentary,5.0
user_001,2024-01-01 05:35:00,0,0,sedentary,4.76
user_001,2024-01-01 05:36:00,0,0,sedentary,5.04
user_001,2024-01-01 05:37:00,0,0,sedentary,4.21
user_001,2024-01-01 05:38:00,0,0,sedentary,6.15
user_001,2024-01-01 05:39:00,0,0,sedentary,4.85
user_001,2024-01-01 05:40:00,0,0,sedentary,4.26
user_001,2024-01-01 05:41:00,0,0,sedentary,4.44
user_001,2024-01-01 05:42:00,0,0,sedentary,4.37
user_001,2024-01-01 05:43:00,0,0,sedentary,4.13
user_001,2024-01-01 05:44:00,0,0,sedentary,5.06
user_001,2024-01-01 05:45:00,0,0,sedentary,5.29
user_001,2024-01-01 05:46:00,0,0,sedentary,4.54
user_001,2024-01-01 05:47:00,0,0,sedentary,5.14
user_001,2024-01-01 05:48:00,0,0,sedentary,4.17
user_001,2024-01-01 05:49:00,0,0,sedentary,5.25
user_001,2024-01-01 05:50:00,0,0,sedentary,5.14
user_001,2024-01-01 05:51:00,0,0,sedentary,6.03
user_001,2024-01-01 05:52:00,0,0,sedentary,4.87
user_001,2024-01-01 05:53:00,0,0,sedentary,4.84
user_001,2024-01-01 05:54:00,0,0,sedentary,4.62
user_001,2024-01-01 05:55:00,0,0,sedentary,4.41
user_001,2024-01-01 05:56:00,0,0,sedentary,5.2
user_001,2024-01-01 05:57:00,0,0,sedentary,4.86
user_001,2024-01-01 05:58:00,0,0,sedentary,5.41
user_001,2024-01-01 05:59:00,0,0,sedentary,4.74
user_001,2024-01-01 06:00:00,0,0,sedentary,6.25
user_001,2024-01-01 06:01:00,0,0,sedentary,5.67
user_001,2024-01-01 06:02:00,0,0,sedentary,5.53
user_001,2024-01-01 06:03:00,0,0,sedentary,5.68
